date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:53:13	20546/20546	---M-Z	200	added ('OK')	image/png	etag:W/%225e128f94-5042%22	https://www.candicecai.me/wp-content/uploads/2020/01/before.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/before.png	(from https://www.candicecai.me/project/quitime)
21:53:45	606665/606665	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225e12767e-941c9%22	https://www.candicecai.me/wp-content/uploads/2020/01/4x4-rubik-s-cube-on-a-man-s-hand-1002693-scaled.jpg	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/4x4-rubik-s-cube-on-a-man-s-hand-1002693-scaled.jpg	(from https://www.candicecai.me/project/quitime)
21:54:28	2568449/2568449	---M-Z	200	added ('OK')	image/gif	etag:W/%225e37e1a7-273101%22	https://www.candicecai.me/wp-content/uploads/2020/02/animation-2-min.gif	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/02/animation-2-min.gif	(from https://www.candicecai.me/project/quitime)
21:54:34	385149/385149	---M-Z	200	added ('OK')	image/png	etag:W/%225e11829d-5e07d%22	https://www.candicecai.me/wp-content/uploads/2020/01/Persona2-James.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Persona2-James.png	(from https://www.candicecai.me/project/quitime)
21:54:36	62616/62616	---M-Z	200	added ('OK')	image/png	etag:W/%225e4df197-f498%22	https://www.candicecai.me/wp-content/uploads/2020/02/Post-test-survey.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/02/Post-test-survey.png	(from https://www.candicecai.me/project/quitime)
21:55:16	488786/488786	---M-Z	200	added ('OK')	image/jpeg	etag:W/%225e12bab6-77552%22	https://www.candicecai.me/wp-content/uploads/2020/01/person-holding-black-card-holder-928181-scaled.jpg	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/person-holding-black-card-holder-928181-scaled.jpg	(from https://www.candicecai.me/project/quitime)
21:55:37	275841/275841	---M-Z	200	added ('OK')	image/png	etag:W/%225e12c533-43581%22	https://www.candicecai.me/wp-content/uploads/2020/01/affinity-diagram.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/affinity-diagram.png	(from https://www.candicecai.me/project/quitime)
21:55:41	32333/32333	---M-Z	200	added ('OK')	image/png	etag:W/%225e128ef2-7e4d%22	https://www.candicecai.me/wp-content/uploads/2020/01/60ee78bf-c3bd-4b67-8ba5-15b234cf3298_rw_1200.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/60ee78bf-c3bd-4b67-8ba5-15b234cf3298_rw_1200.png	(from https://www.candicecai.me/project/quitime)
21:56:09	462187/462187	---M-Z	200	added ('OK')	image/png	etag:W/%225e4ca637-70d6b%22	https://www.candicecai.me/wp-content/uploads/2020/02/User-Journey-Map-2.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/02/User-Journey-Map-2.png	(from https://www.candicecai.me/project/quitime)
21:57:15	353194/353194	---M-Z	200	added ('OK')	image/png	etag:W/%225e118293-563aa%22	https://www.candicecai.me/wp-content/uploads/2020/01/Persona1-Sarah.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Persona1-Sarah.png	(from https://www.candicecai.me/project/quitime)
21:57:27	155432/155432	---M-Z	200	added ('OK')	image/png	etag:W/%225e2799cc-25f28%22	https://www.candicecai.me/wp-content/uploads/2020/01/Platform-Ideation-2.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Platform-Ideation-2.png	(from https://www.candicecai.me/project/quitime)
21:57:45	194126/194126	---M-Z	200	added ('OK')	image/png	etag:W/%225e27926c-2f64e%22	https://www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-1.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-1.png	(from https://www.candicecai.me/project/quitime)
21:57:51	1006855/1006855	---M-Z	200	added ('OK')	image/png	etag:W/%225e48ee4d-f5d07%22	https://www.candicecai.me/wp-content/uploads/2020/02/quitime-sketch-1.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/02/quitime-sketch-1.png	(from https://www.candicecai.me/project/quitime)
21:58:04	189874/189874	---M-Z	200	added ('OK')	image/png	etag:W/%225e279278-2e5b2%22	https://www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-3.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-3.png	(from https://www.candicecai.me/project/quitime)
21:58:26	236814/236814	---M-Z	200	added ('OK')	image/png	etag:W/%225e27926f-39d0e%22	https://www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-4.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-4.png	(from https://www.candicecai.me/project/quitime)
21:58:47	197187/197187	---M-Z	200	added ('OK')	image/png	etag:W/%225e118287-30243%22	https://www.candicecai.me/wp-content/uploads/2020/01/Sitemap.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Sitemap.png	(from https://www.candicecai.me/project/quitime)
21:58:50	196632/196632	---M-Z	200	added ('OK')	image/png	etag:W/%225e27927f-30018%22	https://www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-2.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Concept-Evaluation-2.png	(from https://www.candicecai.me/project/quitime)
21:59:39	2178019/2178019	---M-Z	200	added ('OK')	image/png	etag:W/%225e26b92c-213be3%22	https://www.candicecai.me/wp-content/uploads/2020/01/Concept-map.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Concept-map.png	(from https://www.candicecai.me/project/quitime)
22:01:03	1471475/1471475	---M-Z	200	added ('OK')	image/png	etag:W/%225e11827c-1673f3%22	https://www.candicecai.me/wp-content/uploads/2020/01/Wireframe-2.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/01/Wireframe-2.png	(from https://www.candicecai.me/project/quitime)
22:06:22	1864804/1864804	---M-Z	200	added ('OK')	image/png	etag:W/%225e37e432-1c7464%22	https://www.candicecai.me/wp-content/uploads/2020/02/homepage-1-min.png	/Users/josh/websites/disi/www.candicecai.me/wp-content/uploads/2020/02/homepage-1-min.png	(from https://www.candicecai.me/project/quitime)
